2390
7876
2165
435
241
301
447
2830
7599
3929
2614
1918
2313
4397
3019
1286
587
838
796
1299
4144
5021
5079
5977
6605
7278
4437
2418
3688
3019
1884
2911
2022
3436
2523
3057
4557
2439
951
62
